TT	WAIT_CLASS	EVENT_	SQL_OPNAME	SQL_PLAN_OPERATION	SQL_PLAN_OPTIONS	SQL_ID	CNT
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	0wtjkqrngc6rm	1
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	g9wq32gam7mj8	1
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	btkpv7ckyxafy	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	gh1435xu5hrgu	1
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	d9ctyn9ta1na0	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	EMPTY	EMPTY	2hqn0uqn2ypjr	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	FILTER	EMPTY	fgg0su12atubs	12
17/12/2020 7:56:00	ONCPU	ONCPU	EMPTY	EMPTY	EMPTY		42
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	112kufssgz0ys	18
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	cd7g9tha7a6qx	2
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	1r9b7fm4a5umw	24
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	1kc71ckqh7y80	4
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	INDEX	RANGE SCAN	bb46rzh6jfqxa	6
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	PARTITION HASH	ALL	9ac7scq121506	5
17/12/2020 7:56:00	System I/O	flashback log file write	EMPTY	EMPTY	EMPTY		1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	7m7dkn9c0mumd	2
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	08tzxtqq4fna1	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	6nwu46y99cjm2	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	9k7ugcsxztbnt	2
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	2k9wvqfud1mab	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	fgg0su12atubs	9
17/12/2020 7:56:00	ONCPU	ONCPU	UPDATE	UPDATE STATEMENT	EMPTY	cyqh1mpfbf2kf	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	4vgn5vvh0qz7a	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	7696untsnj32j	5
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	LOAD TABLE CONVENTIONAL	EMPTY	26kqh4wbdpua0	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	FULL SCAN	b4bd37j1wq53g	2
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	FULL	5zus6pwgv75up	1
17/12/2020 7:56:00	User I/O	db file sequential read	INSERT	EMPTY	EMPTY	agpwnf4tkzy3r	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	6130h3fprxfg3	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	FULL	cqrubw5y9w9sn	4
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	7am2yxfdurjh7	1
17/12/2020 7:56:00	ONCPU	ONCPU	DELETE	DELETE	EMPTY	df7jx093jqacp	1
17/12/2020 7:56:00	User I/O	direct path write temp	PL/SQL EXECUTE	EMPTY	EMPTY	bmypn29wt6wfw	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	5w237z9tr46ub	1
17/12/2020 7:56:00	User I/O	flashback log file sync	EMPTY	EMPTY	EMPTY		1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	FULL SCAN	fv4x5k3bncdx7	3
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	cz2pmzabazp91	11
17/12/2020 7:56:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	5h7x3zk0sy61s	2
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	fszhkgu4yhz5h	1
17/12/2020 7:56:00	Other	LGWR any worker group	EMPTY	EMPTY	EMPTY		47
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SORT	ORDER BY	bsmtmmh0b0jhc	1
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	bvwh0hhh1zs0v	2
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	LOAD TABLE CONVENTIONAL	EMPTY	5t6jwshgx56hx	5
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	FULL	1kc71ckqh7y80	7
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	7jr7rvy88bah9	1
17/12/2020 7:56:00	ONCPU	ONCPU	DELETE	INDEX	RANGE SCAN	64p10d4t8hhsj	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	1kc71ckqh7y80	5
17/12/2020 7:56:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	aw3kh5r15pnmq	1
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	b78s49d5krc79	5
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	49m2wj0yg7kdq	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	69jmxfn75u71d	4
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	3sszhmgahv20v	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	6manh82u5qfmf	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	1pyvzz71xspk9	1
17/12/2020 7:56:00	User I/O	db file sequential read	INSERT	EMPTY	EMPTY	9zvc158pftppj	5
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	2mu2qtsk5ndw7	3
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	cf6s09j9wh7jm	3
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	933nbq2fq4d5b	1
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	59c0zgmyvndt3	2
17/12/2020 7:56:00	User I/O	db file sequential read	SELECT	FOR UPDATE	EMPTY	3qnghhrz9njv8	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	87zb3q0gct5hr	2
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	6f48339pzwnn1	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	1z0chyxv1z5fj	2
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	5gufyu02c0aph	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	7f9j663nh1thk	1
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	6nwa6njjr145b	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	bj3au4yvp0y49	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	bumwpyt166g4d	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	3pgwxcuv6yps3	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	ar6ssqtaynm4h	1
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	6mtafmm4zk99y	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	a3hcwhg7f9bb5	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	1vwgw8sv98q8y	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	52ddfuvbtac60	2
17/12/2020 7:56:00	User I/O	db file sequential read	INSERT	LOAD TABLE CONVENTIONAL	EMPTY	5t6jwshgx56hx	1
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	6z5z6m9ydtrd4	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	7dd1yy6c3pqpb	1
17/12/2020 7:56:00	User I/O	direct path write temp	PL/SQL EXECUTE	EMPTY	EMPTY	7dd1yy6c3pqpb	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	2yr5hb3u7uvmq	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	czfhz06knc4hg	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	68r1grpmy60xn	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	52r4tkfmskzbt	3
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	FULL	cgygh3k21vvht	48
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	9ac7scq121506	12
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	70c2k7aphfm45	1
17/12/2020 7:56:00	User I/O	db file sequential read	PL/SQL EXECUTE	EMPTY	EMPTY	bmypn29wt6wfw	2
17/12/2020 7:56:00	User I/O	db file sequential read	SELECT	FOR UPDATE	EMPTY	d44mr6xk59667	7
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	PARTITION HASH	ALL	112kufssgz0ys	2
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	dawxa1659qbc6	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	0zx4b460p3s8r	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	70du1qg77zv7j	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN DESCENDING	f381rzps97sqy	1
17/12/2020 7:56:00	ONCPU	ONCPU	UPDATE	EMPTY	EMPTY	8sdyvqnrhtmw7	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	cgz6pcgv8bgwg	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	8pqzscahyc0b8	1
17/12/2020 7:56:00	User I/O	db file sequential read	DELETE	DELETE	EMPTY	94qzwu37sjnbu	1
17/12/2020 7:56:00	Concurrency	row cache mutex	PL/SQL EXECUTE	EMPTY	EMPTY	1z0chyxv1z5fj	3
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	bgz04g6qmwkzm	1
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	95xjfy6tkhv39	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	fwgy8pav626pz	3
17/12/2020 7:56:00	Concurrency	cursor: pin S	SELECT	SELECT STATEMENT	EMPTY	bsmtmmh0b0jhc	2
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	abb8t7m6x6mb0	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	b07gz8ctfabcr	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	f381rzps97sqy	12
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	dbnjcht9bctyd	46
17/12/2020 7:56:00	Commit	log file sync	EMPTY	EMPTY	EMPTY		26
17/12/2020 7:56:00	User I/O	direct path read	PL/SQL EXECUTE	EMPTY	EMPTY	7dd1yy6c3pqpb	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	6vmju1kc9jdhd	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	g5mczh65uwjjs	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	1pyvzz71xspk9	8
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	fvsxd6t3d9maq	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	fv4x5k3bncdx7	7
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	d9kzg6t4w2zz2	4
17/12/2020 7:56:00	ONCPU	ONCPU	UPDATE	UPDATE STATEMENT	EMPTY	5h7x3zk0sy61s	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	2jfqzrxhrm93b	4
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	49vvztzxcztb8	1
17/12/2020 7:56:00	ONCPU	ONCPU	DELETE	DELETE	EMPTY	adqx6yjpyanbc	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	FOR UPDATE	EMPTY	5pddr84tr270a	1
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	bf54kgs25kycp	1
17/12/2020 7:56:00	ONCPU	ONCPU	DELETE	DELETE	EMPTY	cg1j28mh9sn83	2
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	FULL	gpcudw4s0wrgx	1
17/12/2020 7:56:00	ONCPU	ONCPU	DELETE	DELETE	EMPTY	2hv4tnzrv353a	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	EMPTY	EMPTY	488gdu4510pm0	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	1pyvzz71xspk9	2
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	c9dvbc0r6f2yw	3
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	90z07gbma6aqm	2
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	curv9mzc26yr0	3
17/12/2020 7:56:00	Application	enq: TX - row lock contention	SELECT	FOR UPDATE	EMPTY	0vst029669k3a	2
17/12/2020 7:56:00	User I/O	flashback log file sync	PL/SQL EXECUTE	EMPTY	EMPTY	bmypn29wt6wfw	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	8n63vw6aba8rg	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	53tqwsywxgzm1	1
17/12/2020 7:56:00	ONCPU	ONCPU	UPDATE	UPDATE STATEMENT	EMPTY	cra2smb36rzg4	2
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	fmtbn9qvvapf1	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	EMPTY	EMPTY	89bfpb2kfasc6	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	bta8m6hwx8u80	2
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	fxdy3bvdw7whp	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	6990bz7qa3qzm	1
17/12/2020 7:56:00	Concurrency	cursor: pin S	EMPTY	EMPTY	EMPTY		1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	0wtjkqrngc6rm	2
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	b1dq9yrp18wrg	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	FILTER	EMPTY	112kufssgz0ys	3
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	HASH JOIN	RIGHT OUTER	1pyvzz71xspk9	2
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	INSERT STATEMENT	EMPTY	gmpr5cvy0mnj6	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	7m2p6t93p8k0z	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	cqrubw5y9w9sn	3
17/12/2020 7:56:00	Other	LGWR worker group ordering	EMPTY	EMPTY	EMPTY		6
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	gh1435xu5hrgu	2
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	g1npwx5ur2m59	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	b80bc5j72r35m	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	by100nmaj1wgk	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	gbbhmzdxrnacf	2
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SEQUENCE	EMPTY	cf6s09j9wh7jm	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	9nhd25njnnu55	5
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	dags9fva36x4w	2
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	cs9jt4fxg626f	2
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	4r5t81sanscac	1
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	LOAD TABLE CONVENTIONAL	EMPTY	gmpr5cvy0mnj6	1
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	TABLE ACCESS	BY INDEX ROWID BATCHED	bb46rzh6jfqxa	26
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	8fbn3unprftrv	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	2jfqzrxhrm93b	2
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	bsmtmmh0b0jhc	3
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	UNIQUE SCAN	94d0xp8nc5y74	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	FULL SCAN	a84j70rpamdqb	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	HASH JOIN	RIGHT OUTER	fgg0su12atubs	3
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	bnkm4pz1uu4dn	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	HASH	GROUP BY	fgg0su12atubs	9
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	52npjpgjadu5c	4
17/12/2020 7:56:00	ONCPU	ONCPU	UPDATE	UPDATE STATEMENT	EMPTY	fc2d0hn4shqdu	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	0m0nusa57sftq	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	94mvp9u9mzwmc	3
17/12/2020 7:56:00	Concurrency	library cache: mutex X	PL/SQL EXECUTE	EMPTY	EMPTY	a828qc5am3q74	2
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	cmz0b53826d5k	2
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	fgg0su12atubs	5
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	EMPTY	EMPTY	dfp2v1af2f279	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	b7szd1xxc5agn	3
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	b4bd37j1wq53g	5
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	0mrdm8pkcupjb	2
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	9fwajkycudfba	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	2xzgrdgt1jg79	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	cvvyhd7w0f266	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	ccwj7w59a4f78	1
17/12/2020 7:56:00	User I/O	direct path write temp	PL/SQL EXECUTE	EMPTY	EMPTY	8tpxwczs7pxnz	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	4dpyap7tn2mkz	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	1tx0s08apznw7	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	9x2bd1ag1ug53	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	gs9m4a0h708wz	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	bmypn29wt6wfw	56
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	aqr0c161z3tsn	2
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	6kwaqy1smwdhk	2
17/12/2020 7:56:00	System I/O	db file parallel write	EMPTY	EMPTY	EMPTY		27
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	cdprwm9dxwvcx	21
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	HASH JOIN	EMPTY	5m0ybfzxvqs5k	3
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	5m0ybfzxvqs5k	4
17/12/2020 7:56:00	ONCPU	ONCPU	UPDATE	UPDATE	EMPTY	d7mpvb1nr0bmb	2
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	cqrubw5y9w9sn	2
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	LOAD TABLE CONVENTIONAL	EMPTY	d0vfadzdv5q7r	3
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	HASH JOIN	OUTER	fgg0su12atubs	6
17/12/2020 7:56:00	ONCPU	ONCPU	DELETE	DELETE	EMPTY	96cga7wfsngj2	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	8r369x3227w89	10
17/12/2020 7:56:00	User I/O	db file sequential read	UPDATE	UPDATE	EMPTY	4m7m0t6fjcs5x	2
17/12/2020 7:56:00	User I/O	db file sequential read	INSERT	EMPTY	EMPTY	bvwh0hhh1zs0v	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY		2
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	3gx794631fv42	1
17/12/2020 7:56:00	User I/O	db file sequential read	EMPTY	EMPTY	EMPTY		1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	a828qc5am3q74	5
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	70jm43c40px0s	1
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	94vs02fcu9bsp	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	FULL	gtahxt8jana07	2
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	FULL	6v0z5zmstx6xg	2
17/12/2020 7:56:00	ONCPU	ONCPU	INSERT	EMPTY	EMPTY	f79m4m1vuajqy	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	dufvynf2nzkyq	1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	agw7swg3stcta	2
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	EMPTY	EMPTY	673vhw0ja10vt	1
17/12/2020 7:56:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	b77z3amc9qtxv	1
17/12/2020 7:56:00	User I/O	direct path write	EMPTY	EMPTY	EMPTY		1
17/12/2020 7:56:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	971x545ngs5zu	4
17/12/2020 7:57:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	53tqwsywxgzm1	21
17/12/2020 7:57:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	a828qc5am3q74	2
17/12/2020 7:57:00	ONCPU	ONCPU	PL/SQL EXECUTE	EMPTY	EMPTY	6manh82u5qfmf	1
17/12/2020 7:57:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	6wgrvrfzmq33m	1
17/12/2020 7:57:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	1dhsr5bk9qhr2	1
17/12/2020 7:57:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID	b4bd37j1wq53g	6
17/12/2020 7:57:00	ONCPU	ONCPU	DELETE	TABLE ACCESS	BY INDEX ROWID	64p10d4t8hhsj	9
17/12/2020 7:57:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	6kwaqy1smwdhk	3
17/12/2020 7:57:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	0wtjkqrngc6rm	2
17/12/2020 7:57:00	ONCPU	ONCPU	SELECT	TABLE ACCESS	BY INDEX ROWID BATCHED	5m0ybfzxvqs5k	6
17/12/2020 7:57:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	2p8bwnfjymjj6	1
17/12/2020 7:57:00	User I/O	flashback log file sync	PL/SQL EXECUTE	EMPTY	EMPTY	7dd1yy6c3pqpb	2
17/12/2020 7:57:00	ONCPU	ONCPU	SELECT	SELECT STATEMENT	EMPTY	228n3w7g6aajn	1
17/12/2020 7:57:00	ONCPU	ONCPU	SELECT	INDEX	RANGE SCAN	9x2bd1ag1ug53	1
